,Date,RainTomorrow
25051,2017/3/22,Yes
25052,2016/3/28,No
25053,2012/9/18,No
25054,2013/5/23,No
25055,2012/1/7,No
25056,2016/9/11,No
25057,2014/5/21,No
25058,2013/7/25,No
25059,2017/4/22,Yes
25060,2016/1/21,No
25061,2016/2/1,No
25062,2012/8/20,No
25063,2016/5/27,Yes
25064,2009/8/11,No
25065,2010/4/7,No
25066,2016/10/7,No
25067,2012/9/11,No
25068,2016/1/9,No
25069,2016/6/2,Yes
25070,2009/11/29,No
25071,2014/11/25,No
25072,2012/6/25,No
25073,2013/7/4,No
25074,2008/12/7,No
25075,2015/8/15,No
25076,2016/1/6,Yes
25077,2016/9/26,No
25078,2009/9/10,No
25079,2012/4/7,No
25080,2008/8/20,No
25081,2016/8/18,No
25082,2011/12/11,Yes
25083,2009/8/27,No
25084,2015/4/25,Yes
25085,2016/7/28,No
25086,2010/1/15,No
25087,2008/11/1,No
25088,2010/8/13,Yes
25089,2015/7/30,No
25090,2016/3/12,No
25091,2013/12/31,Yes
25092,2016/8/24,No
25093,2013/4/14,No
25094,2014/6/19,No
25095,2011/10/13,No
25096,2013/1/31,No
25097,2013/6/17,No
25098,2014/1/2,No
25099,2009/7/19,No
25100,2015/8/14,No
25101,2010/11/30,No
25102,2013/5/28,No
25103,2014/5/8,No
25104,2008/12/25,No
25105,2015/12/19,No
25106,2014/11/15,No
25107,2012/7/17,No
25108,2013/5/6,No
25109,2015/8/30,No
25110,2010/9/8,No
25111,2011/10/25,Yes
25112,2014/12/4,No
25113,2014/8/23,No
25114,2011/1/11,No
25115,2009/6/13,No
25116,2014/1/31,No
25117,2015/10/30,No
25118,2013/3/28,No
25119,2013/10/27,No
25120,2012/1/3,No
25121,2014/9/7,No
25122,2009/9/12,No
25123,2014/1/18,No
25124,2009/5/9,No
25125,2009/10/20,No
25126,2016/11/8,No
25127,2010/2/14,No
25128,2013/4/20,No
25129,2016/9/22,No
25130,2009/9/13,No
25131,2014/9/10,No
25132,2009/1/26,No
25133,2010/9/13,No
25134,2015/4/4,Yes
25135,2016/6/2,Yes
25136,2012/4/1,No
25137,2009/4/3,Yes
25138,2009/5/5,No
25139,2009/7/26,Yes
25140,2008/12/20,No
25141,2011/11/30,No
25142,2014/7/27,No
25143,2009/11/17,No
25144,2017/5/16,No
25145,2016/3/11,No
25146,2013/1/4,No
25147,2014/1/18,No
25148,2009/8/29,No
25149,2014/5/12,No
25150,2013/11/28,No
25151,2016/4/5,No
25152,2014/5/6,No
25153,2012/9/13,No
25154,2014/5/15,No
25155,2012/11/4,No
25156,2009/8/19,No
25157,2014/6/26,Yes
25158,2012/2/13,No
25159,2013/11/23,No
25160,2011/12/5,No
25161,2014/12/3,Yes
25162,2009/8/13,No
25163,2014/9/8,Yes
25164,2011/11/18,No
25165,2013/12/28,No
25166,2011/7/15,No
25167,2016/7/3,No
25168,2009/4/20,No
25169,2012/7/13,No
25170,2016/2/1,No
25171,2008/12/4,No
25172,2013/8/15,Yes
25173,2014/5/27,Yes
25174,2009/4/15,No
25175,2011/12/4,No
25176,2017/1/19,No
25177,2015/12/7,No
25178,2009/10/18,No
25179,2015/3/13,No
25180,2012/5/29,No
25181,2011/7/17,No
25182,2014/12/8,No
25183,2010/10/30,No
25184,2016/1/30,Yes
25185,2016/11/30,No
25186,2015/4/6,Yes
25187,2011/12/19,No
25188,2013/3/17,No
25189,2014/5/31,No
25190,2012/6/29,No
25191,2012/8/22,No
25192,2012/8/19,No
25193,2010/12/8,No
25194,2009/11/24,No
25195,2009/3/21,No
25196,2012/11/19,No
25197,2010/5/21,No
25198,2013/4/14,No
25199,2017/1/3,Yes
25200,2013/5/24,No
25201,2011/5/19,No
25202,2009/4/3,No
25203,2017/1/4,No
25204,2009/10/24,No
25205,2013/7/5,No
25206,2017/6/15,No
25207,2016/5/27,No
25208,2013/8/24,No
25209,2016/1/2,No
25210,2014/10/29,No
25211,2014/5/9,No
25212,2008/2/28,Yes
25213,2015/10/2,No
25214,2017/4/15,No
25215,2015/12/17,No
25216,2011/10/6,No
25217,2012/6/23,No
25218,2017/1/10,No
25219,2014/2/17,No
25220,2014/11/18,No
25221,2016/1/16,No
25222,2011/3/19,Yes
25223,2009/2/15,No
25224,2012/1/10,No
25225,2015/1/12,No
25226,2011/9/12,No
25227,2015/6/12,No
25228,2012/7/2,No
25229,2013/4/4,No
25230,2009/10/19,No
25231,2011/6/9,No
25232,2008/2/8,No
25233,2013/8/22,No
25234,2013/8/31,No
25235,2009/8/11,Yes
25236,2010/12/15,No
25237,2010/12/30,No
25238,2011/2/13,No
25239,2017/5/31,No
25240,2009/2/13,Yes
25241,2009/10/5,No
25242,2013/10/14,Yes
25243,2013/11/1,No
25244,2014/12/11,Yes
25245,2013/4/10,No
25246,2009/5/18,No
25247,2009/6/19,Yes
25248,2016/8/29,No
25249,2009/10/6,No
25250,2010/10/2,Yes
25251,2016/5/16,No
25252,2009/4/19,No
25253,2009/1/9,No
25254,2013/8/13,Yes
25255,2013/8/15,No
25256,2014/3/3,No
25257,2011/12/4,No
25258,2009/6/19,Yes
25259,2014/4/5,No
25260,2016/5/12,Yes
25261,2016/2/26,No
25262,2012/1/22,No
25263,2014/12/28,No
25264,2011/7/24,No
25265,2010/11/8,No
25266,2010/6/20,No
25267,2012/10/11,Yes
25268,2016/12/24,No
25269,2013/5/3,No
25270,2012/4/4,No
25271,2011/10/28,No
25272,2013/7/14,No
25273,2009/5/18,No
25274,2014/8/5,No
25275,2011/6/30,No
25276,2014/4/13,Yes
25277,2008/7/2,No
25278,2016/11/12,Yes
25279,2012/7/7,No
25280,2015/5/18,No
25281,2009/3/30,No
25282,2013/5/4,No
25283,2008/7/28,No
25284,2016/9/8,No
25285,2017/2/20,No
25286,2011/12/26,No
25287,2015/2/3,Yes
25288,2014/9/18,No
25289,2010/5/18,Yes
25290,2016/7/7,Yes
25291,2013/12/7,No
25292,2010/12/29,No
25293,2013/3/6,No
25294,2013/5/13,No
25295,2014/6/21,No
25296,2013/1/23,No
25297,2016/1/21,Yes
25298,2010/11/6,No
25299,2009/12/17,No
25300,2008/5/1,No
25301,2017/5/27,No
25302,2013/6/9,No
25303,2016/9/6,No
25304,2009/2/13,No
25305,2015/5/31,Yes
25306,2016/2/22,No
25307,2014/11/23,No
25308,2009/4/29,No
25309,2009/6/24,No
25310,2010/7/4,No
25311,2015/11/5,No
25312,2013/6/9,No
25313,2010/11/20,No
25314,2009/9/14,No
25315,2015/11/22,No
25316,2010/6/4,No
25317,2015/3/22,No
25318,2017/5/7,No
25319,2009/3/28,No
25320,2011/11/2,No
25321,2014/3/26,No
25322,2011/8/7,No
25323,2009/3/8,No
25324,2016/2/28,No
25325,2010/10/24,No
25326,2015/4/21,No
25327,2011/3/10,Yes
25328,2017/1/13,Yes
25329,2009/10/31,No
25330,2009/9/5,No
25331,2016/10/30,No
25332,2008/10/12,No
25333,2016/6/15,No
25334,2012/10/19,No
25335,2010/5/9,No
25336,2017/1/25,No
25337,2015/6/5,No
25338,2010/7/26,No
25339,2010/5/28,Yes
25340,2014/6/30,No
25341,2015/5/15,No
25342,2010/3/20,No
25343,2013/3/25,No
25344,2012/9/3,No
25345,2016/3/22,No
25346,2011/12/17,No
25347,2016/9/26,Yes
25348,2013/5/19,No
25349,2013/3/14,No
25350,2013/12/26,No
25351,2014/11/30,No
25352,2013/12/6,No
25353,2011/12/31,No
25354,2012/3/13,No
25355,2015/7/12,No
25356,2012/7/21,No
25357,2012/6/12,Yes
25358,2015/1/28,No
25359,2010/9/8,No
25360,2011/3/27,Yes
25361,2010/3/30,No
25362,2009/5/4,No
25363,2012/2/17,No
25364,2016/9/11,No
25365,2011/7/24,No
25366,2014/6/6,No
25367,2011/1/8,No
25368,2013/12/1,No
25369,2011/10/4,No
25370,2010/1/28,No
25371,2010/6/14,No
25372,2014/6/20,No
25373,2015/9/18,No
25374,2010/4/10,No
25375,2013/6/8,Yes
25376,2012/3/23,No
25377,2015/10/10,No
25378,2009/9/16,No
25379,2015/6/19,No
25380,2009/2/14,Yes
25381,2012/3/16,No
25382,2010/9/16,No
25383,2014/8/13,No
25384,2011/9/13,No
25385,2016/3/7,No
25386,2011/5/10,No
25387,2015/11/24,No
25388,2013/9/8,No
25389,2011/12/9,Yes
25390,2013/6/4,No
25391,2009/1/3,No
25392,2009/7/18,No
25393,2017/6/16,No
25394,2013/11/2,No
25395,2015/4/30,No
25396,2017/3/17,No
25397,2010/1/10,No
25398,2010/8/31,No
25399,2016/12/8,No
25400,2017/6/21,No
25401,2010/9/25,No
25402,2013/6/2,No
25403,2014/7/25,Yes
25404,2010/8/4,No
25405,2011/10/30,Yes
25406,2010/2/19,No
25407,2015/1/19,No
25408,2010/8/3,No
25409,2015/1/23,No
25410,2009/4/13,No
25411,2016/11/27,No
25412,2013/5/17,No
25413,2009/2/27,No
25414,2009/1/11,No
25415,2009/5/10,No
25416,2015/1/25,No
25417,2015/5/25,No
25418,2009/2/10,Yes
25419,2014/5/13,No
25420,2016/7/11,No
25421,2009/1/5,No
25422,2015/6/30,No
25423,2017/6/8,No
25424,2014/7/7,No
25425,2015/1/26,No
25426,2014/2/5,No
25427,2010/10/19,No
25428,2011/5/29,Yes
25429,2011/1/22,Yes
25430,2012/1/8,No
25431,2016/7/4,No
25432,2011/10/18,No
25433,2013/8/6,Yes
25434,2013/10/26,No
25435,2009/2/3,No
25436,2014/12/10,No
25437,2017/6/18,No
25438,2011/7/2,No
25439,2009/4/22,No
25440,2016/12/7,No
25441,2016/2/9,No
25442,2012/6/3,Yes
25443,2011/6/9,No
25444,2008/12/27,No
25445,2010/10/16,No
25446,2014/7/5,No
25447,2012/11/15,No
25448,2009/12/2,No
25449,2016/10/27,No
25450,2012/11/15,No
25451,2016/2/7,Yes
25452,2011/10/20,No
25453,2015/10/7,No
25454,2013/4/28,No
25455,2015/7/17,No
25456,2013/5/28,No
25457,2016/6/13,No
25458,2013/12/21,No
25459,2014/9/29,No
25460,2014/5/16,Yes
25461,2017/4/13,No
25462,2009/5/10,No
25463,2015/3/9,No
25464,2014/9/18,No
25465,2015/12/2,No
25466,2015/11/3,No
25467,2010/6/5,No
25468,2016/5/25,Yes
25469,2012/4/9,No
25470,2015/5/31,Yes
25471,2016/11/19,No
25472,2016/1/10,Yes
25473,2012/7/24,No
25474,2015/10/28,No
25475,2011/12/20,No
25476,2009/10/23,Yes
25477,2010/8/10,Yes
25478,2014/5/30,No
25479,2014/3/4,No
25480,2012/1/29,No
25481,2014/11/30,No
25482,2013/8/23,Yes
25483,2017/3/2,No
25484,2016/6/3,No
25485,2011/5/22,Yes
25486,2013/4/26,No
25487,2014/2/5,No
25488,2014/10/22,No
25489,2011/5/19,No
25490,2014/12/10,No
25491,2013/9/10,Yes
25492,2015/10/10,No
25493,2012/11/19,No
25494,2014/12/3,No
25495,2014/11/19,Yes
25496,2009/5/16,No
25497,2016/5/1,No
25498,2011/2/28,Yes
25499,2017/4/9,Yes
25500,2015/12/10,No
25501,2014/10/3,No
25502,2011/5/20,No
25503,2015/4/10,No
25504,2016/1/4,No
25505,2013/6/23,No
25506,2013/3/19,No
25507,2009/12/28,No
25508,2014/12/31,No
25509,2012/11/11,No
25510,2014/7/17,Yes
25511,2016/7/10,No
25512,2013/12/7,No
25513,2009/12/15,No
25514,2016/6/13,No
25515,2016/4/23,No
25516,2009/5/7,No
25517,2011/1/8,No
25518,2017/3/4,No
25519,2010/6/29,Yes
25520,2010/10/9,No
25521,2011/5/11,Yes
25522,2016/4/9,No
25523,2009/12/26,Yes
25524,2010/12/16,No
25525,2016/8/28,No
25526,2009/5/3,No
25527,2016/4/3,No
25528,2012/2/14,No
25529,2016/8/29,No
25530,2014/8/17,No
25531,2016/6/1,No
25532,2012/3/11,No
25533,2017/6/4,No
25534,2012/11/15,No
25535,2014/4/20,No
25536,2013/7/28,No
25537,2015/3/5,No
25538,2009/7/26,Yes
25539,2016/6/7,No
25540,2017/2/3,No
25541,2009/5/14,Yes
25542,2011/12/6,No
25543,2012/11/1,No
25544,2014/10/4,No
25545,2015/4/28,No
25546,2011/5/16,No
25547,2015/1/17,No
25548,2014/1/24,No
25549,2016/11/11,No
25550,2010/7/13,No
25551,2015/4/3,No
25552,2016/9/3,Yes
25553,2016/9/21,No
25554,2011/7/30,No
25555,2011/9/8,No
25556,2014/2/18,No
25557,2012/10/1,No
25558,2013/7/14,No
25559,2014/2/5,Yes
25560,2010/3/30,Yes
25561,2013/3/19,No
25562,2015/9/14,No
25563,2010/1/27,No
25564,2009/8/8,No
25565,2015/7/19,No
25566,2013/4/19,No
25567,2016/7/23,Yes
25568,2012/9/6,Yes
25569,2009/11/7,Yes
25570,2016/10/19,No
25571,2015/11/30,No
25572,2009/12/28,Yes
25573,2017/6/14,No
25574,2010/12/31,No
25575,2015/10/28,No
25576,2012/6/11,No
25577,2015/7/30,Yes
25578,2016/2/23,Yes
25579,2017/2/11,No
25580,2010/5/18,No
25581,2012/4/30,No
25582,2012/6/10,No
25583,2009/8/8,No
25584,2016/2/4,Yes
25585,2009/8/23,No
25586,2013/12/14,No
25587,2008/11/3,No
25588,2017/3/20,No
25589,2014/4/28,Yes
25590,2011/5/15,No
25591,2011/12/21,No
25592,2014/4/28,No
25593,2009/6/7,No
25594,2009/9/7,Yes
25595,2015/12/20,No
25596,2010/10/25,No
25597,2017/3/21,No
25598,2009/5/15,No
25599,2017/3/12,Yes
25600,2011/12/22,Yes
25601,2015/4/29,No
25602,2011/2/1,No
25603,2013/12/9,No
25604,2010/9/7,Yes
25605,2016/3/29,No
25606,2009/4/7,No
25607,2013/10/28,No
25608,2016/11/19,No
25609,2013/11/10,No
25610,2014/9/21,No
25611,2009/8/29,No
25612,2012/9/2,No
25613,2013/7/18,No
25614,2016/5/26,No
25615,2013/1/28,Yes
25616,2012/11/28,No
25617,2016/7/6,Yes
25618,2009/7/24,No
25619,2009/6/21,No
25620,2013/6/3,No
25621,2015/7/13,No
25622,2011/2/5,Yes
25623,2011/11/7,No
25624,2009/8/2,No
25625,2015/12/8,No
25626,2011/9/9,Yes
25627,2011/10/27,No
25628,2009/5/3,No
25629,2015/5/13,No
25630,2015/10/4,No
25631,2010/10/12,Yes
25632,2013/5/19,No
25633,2012/7/2,No
25634,2013/7/6,No
25635,2015/5/4,No
25636,2012/8/11,No
25637,2016/2/2,No
25638,2014/11/26,No
25639,2015/3/10,No
25640,2011/6/5,No
25641,2011/1/6,Yes
25642,2015/5/20,No
25643,2014/4/21,No
25644,2016/2/26,No
25645,2017/3/20,No
25646,2015/9/30,No
25647,2013/6/14,No
25648,2013/11/30,No
25649,2010/5/13,No
25650,2014/5/24,Yes
25651,2009/8/7,Yes
25652,2010/11/15,No
25653,2013/3/25,No
25654,2013/7/1,Yes
25655,2014/6/29,No
25656,2017/3/31,No
25657,2013/3/20,No
25658,2008/10/24,No
25659,2014/4/14,No
25660,2014/2/9,No
25661,2016/6/14,No
25662,2016/1/9,No
25663,2011/3/30,No
25664,2015/9/14,No
25665,2017/5/17,No
25666,2009/7/5,No
25667,2009/2/22,No
25668,2015/1/25,No
25669,2013/7/11,No
25670,2011/1/27,No
25671,2017/2/9,Yes
25672,2009/7/27,No
25673,2012/11/10,No
25674,2014/8/8,No
25675,2015/1/24,No
25676,2013/4/17,No
25677,2015/5/2,Yes
25678,2016/1/23,No
25679,2016/5/18,No
25680,2010/1/22,Yes
25681,2010/12/18,No
25682,2013/6/15,No
25683,2011/7/10,No
25684,2008/9/29,No
25685,2015/10/16,No
25686,2016/8/16,No
25687,2016/2/26,No
25688,2013/9/22,No
25689,2015/9/3,No
25690,2011/2/12,Yes
25691,2015/5/10,No
25692,2014/7/26,No
25693,2013/4/9,No
25694,2014/2/9,Yes
25695,2011/5/1,No
25696,2010/3/15,No
25697,2015/6/7,No
25698,2015/5/10,No
25699,2013/4/24,No
25700,2013/9/3,No
25701,2012/10/3,Yes
25702,2009/3/31,No
25703,2010/2/18,No
25704,2013/5/29,No
25705,2011/11/26,No
25706,2013/7/18,No
25707,2010/1/18,No
25708,2016/9/26,No
25709,2016/3/29,No
25710,2011/5/31,No
25711,2015/12/21,Yes
25712,2016/1/9,No
25713,2013/3/28,Yes
25714,2014/4/16,No
25715,2010/4/15,Yes
25716,2012/9/30,No
25717,2016/10/18,No
25718,2014/5/21,No
25719,2012/6/6,No
25720,2014/1/27,No
25721,2015/8/9,No
25722,2015/7/13,Yes
25723,2010/2/18,No
25724,2017/5/19,Yes
25725,2013/5/25,No
25726,2009/7/30,No
25727,2013/9/30,No
25728,2011/9/16,No
25729,2009/5/15,Yes
25730,2013/5/7,No
25731,2013/12/6,No
25732,2010/9/28,Yes
25733,2009/5/28,No
25734,2012/4/12,Yes
25735,2015/9/23,Yes
25736,2017/6/14,No
25737,2013/1/10,No
25738,2009/3/13,No
25739,2011/7/25,No
25740,2014/10/26,No
25741,2016/9/19,No
25742,2014/7/4,No
25743,2009/9/23,No
25744,2015/7/12,No
25745,2014/11/10,No
25746,2014/10/7,No
25747,2016/3/4,No
25748,2016/5/9,Yes
25749,2016/5/14,No
25750,2013/9/6,No
25751,2010/7/7,Yes
25752,2017/2/17,No
25753,2010/12/9,No
25754,2015/3/15,No
25755,2016/9/2,No
25756,2015/7/31,Yes
25757,2014/6/3,No
25758,2009/10/6,No
25759,2016/1/4,Yes
25760,2016/1/10,No
25761,2010/9/28,No
25762,2016/4/14,No
25763,2011/12/16,No
25764,2017/5/17,No
25765,2013/7/6,No
25766,2010/7/6,No
25767,2012/6/12,No
25768,2014/11/10,No
25769,2017/6/13,No
25770,2011/10/12,No
25771,2012/6/12,No
25772,2012/1/28,No
25773,2011/12/30,No
25774,2011/7/7,No
25775,2012/9/15,No
25776,2009/4/3,No
25777,2013/1/10,No
25778,2010/9/23,No
25779,2014/12/30,No
25780,2009/9/21,Yes
25781,2010/12/14,No
25782,2016/6/16,No
25783,2012/6/18,No
25784,2014/8/1,No
25785,2011/7/9,No
25786,2015/7/12,No
25787,2015/1/2,Yes
25788,2013/9/17,No
25789,2010/12/31,No
25790,2011/12/21,No
25791,2016/12/28,No
25792,2016/9/19,Yes
25793,2011/3/3,No
25794,2010/5/20,No
25795,2009/8/1,No
25796,2009/11/15,No
25797,2014/11/22,No
25798,2015/7/21,No
25799,2016/10/30,No
25800,2015/12/20,No
25801,2015/7/31,No
25802,2015/7/6,No
25803,2009/8/28,No
25804,2010/11/20,No
25805,2011/7/17,No
25806,2008/12/13,No
25807,2013/4/20,No
25808,2011/12/16,No
25809,2012/1/29,No
25810,2012/6/12,Yes
25811,2012/3/6,No
25812,2013/5/13,No
25813,2014/3/2,No
25814,2013/4/29,No
25815,2013/1/23,No
25816,2010/2/16,Yes
25817,2008/12/24,No
25818,2016/7/14,No
25819,2010/3/26,No
25820,2009/2/26,No
25821,2011/10/11,No
25822,2017/4/18,No
25823,2015/12/10,No
25824,2013/12/5,No
25825,2012/8/17,No
25826,2009/5/13,No
25827,2012/2/3,No
25828,2015/11/23,No
25829,2015/8/14,No
25830,2013/5/12,No
25831,2015/2/15,No
25832,2016/11/27,No
25833,2012/2/16,No
25834,2013/10/13,Yes
25835,2011/7/11,No
25836,2009/6/12,No
25837,2015/4/10,No
25838,2011/2/26,No
25839,2015/10/15,No
25840,2012/1/18,No
25841,2015/11/7,No
25842,2012/4/6,No
25843,2009/3/7,No
25844,2011/12/3,No
25845,2014/12/14,No
25846,2014/1/25,No
25847,2015/4/1,No
25848,2009/2/22,No
25849,2013/10/31,No
25850,2013/11/23,No
25851,2014/5/12,No
25852,2014/9/1,No
25853,2012/11/15,No
25854,2009/6/19,No
25855,2016/12/19,No
25856,2011/7/1,Yes
25857,2011/11/14,No
25858,2014/5/22,Yes
25859,2010/5/24,Yes
25860,2015/12/15,No
25861,2010/8/19,Yes
25862,2012/10/7,No
25863,2015/9/18,No
25864,2014/4/14,No
25865,2011/1/13,No
25866,2009/10/21,No
25867,2010/2/19,No
25868,2014/1/7,No
25869,2010/3/15,No
25870,2011/12/24,No
25871,2015/9/14,No
25872,2016/11/30,No
25873,2016/11/10,No
25874,2015/2/25,No
25875,2015/12/30,No
25876,2015/11/23,No
25877,2009/11/28,Yes
25878,2016/11/21,No
25879,2010/9/29,No
25880,2015/10/6,No
25881,2013/1/24,Yes
25882,2015/12/8,Yes
25883,2012/8/9,No
25884,2014/1/20,No
25885,2016/10/1,No
25886,2014/9/30,No
25887,2014/12/11,Yes
25888,2010/2/22,No
25889,2010/7/23,No
25890,2015/9/18,Yes
25891,2008/4/27,No
25892,2014/2/13,No
25893,2016/6/26,No
25894,2010/8/27,No
25895,2015/11/15,No
25896,2016/2/2,No
25897,2014/4/21,No
25898,2012/10/9,No
25899,2012/6/29,No
25900,2011/3/9,Yes
25901,2017/3/1,No
25902,2017/2/10,No
25903,2012/6/21,No
25904,2017/3/1,No
25905,2008/12/17,No
25906,2014/12/30,Yes
25907,2012/11/6,No
25908,2010/1/13,No
25909,2009/10/4,No
25910,2014/8/8,No
25911,2010/9/13,No
25912,2015/7/20,No
25913,2011/6/17,Yes
25914,2010/4/12,No
25915,2011/6/24,Yes
25916,2012/6/28,No
25917,2010/2/20,No
25918,2014/11/15,No
25919,2015/9/24,No
25920,2011/9/9,No
25921,2010/6/18,No
25922,2010/3/12,No
25923,2013/8/10,No
25924,2014/3/12,No
25925,2011/10/12,No
25926,2013/11/20,Yes
25927,2008/12/29,No
25928,2010/3/16,No
25929,2013/6/26,No
25930,2016/4/26,No
25931,2015/5/6,No
25932,2009/1/9,Yes
25933,2010/5/9,No
25934,2013/5/6,No
25935,2010/10/5,No
25936,2010/12/10,No
25937,2015/7/2,No
25938,2009/3/27,No
25939,2015/8/16,No
25940,2010/12/18,No
25941,2016/5/7,No
25942,2016/9/17,No
25943,2012/7/12,No
25944,2009/3/8,No
25945,2009/4/12,No
25946,2011/2/24,No
25947,2008/10/3,Yes
25948,2016/2/18,No
25949,2015/6/6,No
25950,2012/11/17,No
25951,2014/5/4,No
25952,2016/6/11,No
25953,2015/5/11,No
25954,2014/3/22,No
25955,2011/6/5,No
25956,2011/1/9,Yes
25957,2011/2/14,No
25958,2012/11/14,No
25959,2008/11/19,No
25960,2013/6/11,No
25961,2009/4/18,No
25962,2011/10/13,No
25963,2010/11/27,No
25964,2011/6/20,Yes
25965,2013/4/12,No
25966,2017/5/17,No
25967,2015/12/18,Yes
25968,2012/10/10,No
25969,2014/12/14,No
25970,2009/12/8,No
25971,2013/5/21,No
25972,2013/10/22,No
25973,2016/9/20,No
25974,2013/3/1,No
25975,2009/10/3,No
25976,2009/2/28,No
25977,2011/1/24,No
25978,2010/5/15,No
25979,2015/6/17,Yes
25980,2008/2/26,No
25981,2015/10/20,No
25982,2015/11/10,No
25983,2014/9/1,No
25984,2010/5/7,No
25985,2013/10/13,Yes
25986,2015/8/5,No
25987,2010/10/18,No
25988,2017/6/7,No
25989,2012/5/6,Yes
25990,2012/2/23,No
25991,2009/7/29,No
25992,2012/4/22,No
25993,2010/2/27,No
25994,2015/6/26,No
25995,2012/9/26,No
25996,2011/10/16,No
25997,2015/2/26,Yes
25998,2017/5/29,No
25999,2009/12/30,No
26000,2014/6/2,No
26001,2010/11/2,No
26002,2017/1/31,No
26003,2012/9/7,Yes
26004,2017/4/18,No
26005,2013/7/28,No
26006,2016/8/6,No
26007,2010/10/22,Yes
26008,2014/10/16,No
26009,2016/7/15,No
26010,2016/12/2,No
26011,2011/2/13,No
26012,2010/3/12,No
26013,2011/5/27,No
26014,2012/10/7,No
26015,2017/4/24,No
26016,2016/6/23,Yes
26017,2012/2/16,No
26018,2012/1/4,No
26019,2014/3/15,No
26020,2016/1/25,No
26021,2010/9/27,No
26022,2012/10/3,No
26023,2008/8/14,No
26024,2010/2/6,No
26025,2013/8/20,No
26026,2015/3/17,No
26027,2013/8/5,No
26028,2014/5/28,No
26029,2016/4/3,No
26030,2011/7/19,No
26031,2008/9/30,No
26032,2014/6/29,No
26033,2014/9/9,No
26034,2012/8/27,Yes
26035,2016/10/15,No
26036,2013/10/22,Yes
26037,2017/2/21,No
26038,2009/4/30,No
26039,2011/12/4,Yes
26040,2017/6/5,No
26041,2010/3/10,No
26042,2009/2/19,No
26043,2016/9/27,No
26044,2014/10/6,No
26045,2017/3/20,No
26046,2009/12/29,No
26047,2011/11/13,No
26048,2012/9/24,No
26049,2012/11/19,No
26050,2017/1/26,No
26051,2011/5/9,No
26052,2010/12/16,No
26053,2017/3/5,Yes
26054,2015/1/2,No
26055,2014/9/15,No
26056,2011/7/11,No
26057,2015/12/25,No
26058,2009/11/6,No
26059,2014/2/13,No
26060,2014/5/6,No
26061,2009/4/20,No
26062,2014/8/29,No
26063,2013/12/16,No
26064,2011/2/4,No
26065,2009/7/1,Yes
26066,2014/12/14,No
26067,2009/10/19,No
26068,2014/8/23,No
26069,2009/6/2,No
26070,2011/7/16,No
26071,2012/11/4,No
26072,2014/12/30,No
26073,2013/7/24,No
26074,2011/1/21,No
26075,2012/8/28,Yes
26076,2011/9/20,No
26077,2013/12/25,No
26078,2013/11/16,No
26079,2012/1/13,No
26080,2014/8/21,Yes
26081,2009/4/30,No
26082,2013/8/14,No
26083,2014/7/5,Yes
26084,2013/9/23,No
26085,2012/6/5,No
26086,2010/2/14,No
26087,2016/3/16,No
26088,2011/8/2,No
26089,2016/5/23,No
26090,2009/6/11,No
26091,2014/4/17,No
26092,2015/12/13,No
26093,2010/6/27,No
26094,2014/11/16,Yes
26095,2016/11/18,No
26096,2014/9/28,No
26097,2014/4/20,No
26098,2013/5/25,No
26099,2014/8/30,No
26100,2014/10/25,No
26101,2011/8/24,No
26102,2014/5/20,Yes
26103,2011/3/24,No
26104,2015/2/8,No
26105,2012/4/29,No
26106,2012/9/17,No
26107,2011/1/12,No
26108,2009/9/23,No
26109,2014/7/25,No
26110,2009/12/2,No
26111,2017/4/3,No
26112,2016/3/20,Yes
26113,2017/6/24,No
26114,2011/10/5,No
26115,2015/5/19,Yes
26116,2009/9/26,Yes
26117,2011/10/21,No
26118,2015/8/17,No
26119,2008/12/20,No
26120,2015/9/25,Yes
26121,2016/4/29,No
26122,2013/12/30,No
26123,2011/7/7,No
26124,2014/1/31,No
26125,2014/7/30,Yes
26126,2014/7/19,No
26127,2010/8/28,No
26128,2013/3/9,No
26129,2015/5/30,Yes
26130,2011/3/27,No
26131,2015/1/4,No
26132,2012/10/3,No
26133,2016/8/24,No
26134,2016/10/18,No
26135,2008/5/17,No
26136,2015/12/28,No
26137,2015/10/9,No
26138,2012/8/23,Yes
26139,2015/10/31,No
26140,2016/4/25,No
26141,2014/8/19,No
26142,2012/2/20,No
26143,2016/1/14,No
26144,2013/11/14,No
26145,2015/6/15,No
26146,2009/1/16,Yes
26147,2009/5/18,No
26148,2013/11/12,No
26149,2014/6/26,No
26150,2016/12/11,No
26151,2013/4/27,No
26152,2017/1/18,No
26153,2015/10/3,No
26154,2013/11/10,No
26155,2010/11/11,No
26156,2012/3/28,No
26157,2013/6/4,No
26158,2011/1/10,Yes
26159,2010/10/29,No
26160,2014/3/29,No
26161,2017/6/15,No
26162,2015/1/5,No
26163,2016/6/29,Yes
26164,2013/4/29,No
26165,2011/5/16,No
26166,2012/9/7,Yes
26167,2015/8/19,No
26168,2009/5/9,No
26169,2016/6/12,No
26170,2014/2/10,No
26171,2011/1/31,No
26172,2017/1/21,No
26173,2012/4/27,No
26174,2010/7/30,No
26175,2016/12/11,No
26176,2015/10/29,No
26177,2016/6/26,No
26178,2016/5/22,No
26179,2012/9/18,No
26180,2014/8/11,No
26181,2015/9/9,No
26182,2011/12/19,No
26183,2014/1/13,No
26184,2014/11/28,Yes
26185,2009/10/28,No
26186,2009/6/4,No
