Date,RainTomorrow
2017/4/19,No
2014/5/11,No
2011/12/14,Yes
2012/10/29,No
2009/4/4,No
2010/12/2,Yes
2009/10/3,No
2010/5/10,No
2009/4/27,No
2013/8/27,No
2012/10/10,No
2015/4/2,No
2015/3/18,No
2017/1/15,No
2014/8/20,No
2010/4/21,No
2016/4/27,Yes
2008/10/26,Yes
2014/7/17,Yes
2013/10/7,No
2015/7/28,No
2016/12/3,No
2015/8/10,No
2012/5/11,No
2011/12/27,No
2012/7/12,Yes
2010/1/30,Yes
2009/4/16,Yes
2010/12/31,No
2010/12/14,No
2012/9/6,Yes
2014/7/9,No
2013/8/20,No
2011/3/1,No
2015/2/21,No
2009/3/9,No
2010/6/7,Yes
2012/11/18,No
2016/9/30,Yes
2016/6/27,No
2016/7/25,No
2014/10/27,No
2009/6/18,No
2012/8/19,No
2011/10/28,No
2012/10/30,No
2009/11/7,No
2016/8/15,No
2010/6/24,No
2012/7/15,Yes
2017/5/9,No
2011/9/19,Yes
2015/7/29,No
2011/8/1,No
2013/7/19,No
2009/3/18,No
2013/6/29,Yes
2014/5/26,No
2012/8/12,No
2017/6/19,No
2009/9/13,No
2009/8/8,Yes
2016/6/25,No
2014/2/3,No
2015/11/2,No
2015/10/14,No
2014/4/30,No
2012/1/3,No
2014/3/7,No
2015/8/2,Yes
2013/11/4,No
2012/7/12,Yes
2014/9/29,No
2016/2/10,No
2014/10/6,No
2016/11/5,No
2009/9/12,No
2015/8/19,No
2014/12/7,No
2015/12/24,No
2014/5/5,No
2013/5/9,Yes
2014/3/2,No
2014/1/11,No
2008/8/2,No
2013/12/31,No
2009/3/28,No
2012/10/12,No
2016/3/21,No
2011/1/14,No
2015/4/21,Yes
2016/4/23,No
2013/9/19,No
2015/7/28,No
2015/12/3,No
2009/2/16,Yes
2009/9/8,No
2013/4/18,No
2015/6/28,No
2009/7/15,No
2012/3/4,No
2010/11/26,No
2015/4/9,No
2011/8/21,No
2010/1/15,No
2010/2/22,No
2009/1/4,No
2016/12/2,No
2015/2/19,No
2014/11/29,No
2015/3/14,No
2014/1/5,No
2017/3/28,No
2015/9/1,No
2009/10/2,No
2015/7/13,No
2008/8/26,No
2014/1/11,No
2011/5/11,Yes
2009/3/18,No
2012/9/6,No
2011/7/5,No
2015/3/1,No
2010/7/13,Yes
2011/12/31,No
2016/12/29,No
2011/10/30,No
2013/4/15,No
2009/4/30,No
2014/3/27,No
2015/10/13,No
2014/11/12,No
2010/3/15,No
2015/8/5,No
2016/8/3,No
2009/3/19,No
2014/11/30,No
2014/12/22,Yes
2014/11/26,No
2015/12/27,No
2016/11/4,No
2010/7/22,No
2010/7/25,No
2013/11/29,No
2014/10/30,No
2013/3/8,No
2010/8/13,No
2013/8/9,No
2010/11/5,No
2010/11/3,No
2016/1/1,No
2013/1/22,No
2009/2/21,No
2013/5/4,No
2011/7/12,No
2011/9/27,Yes
2010/5/9,No
2011/7/1,No
2013/7/25,No
2010/1/28,Yes
2015/3/1,Yes
2013/12/10,No
2008/11/6,Yes
2011/11/16,Yes
2010/3/4,No
2016/1/29,No
2016/1/30,No
2009/6/5,No
2011/10/4,No
2009/7/14,No
2011/5/18,No
2009/12/2,No
2016/8/19,No
2009/12/3,No
2009/11/11,No
2010/2/17,No
2014/6/5,No
2012/8/4,Yes
2008/12/12,No
2013/4/24,No
2012/3/29,No
2016/9/4,No
2013/6/7,No
2010/11/3,No
2013/10/8,No
2013/7/18,Yes
2010/1/4,No
2014/2/12,Yes
2015/10/15,No
2009/3/29,No
2011/5/5,Yes
2017/3/23,No
2014/5/16,No
2015/11/25,No
2010/8/19,No
2016/12/16,No
2012/10/13,No
2016/6/3,No
2011/5/8,No
2014/10/7,No
2011/10/25,Yes
2014/2/5,No
2013/11/14,No
2014/8/4,No
2014/1/24,Yes
2017/5/17,No
2016/5/29,No
2015/3/14,No
2013/3/27,No
2014/11/28,No
2009/10/31,No
2010/8/6,No
2009/5/25,No
2016/10/3,No
2011/7/25,No
2011/11/6,No
2014/6/12,Yes
2017/3/22,No
2009/3/4,No
2010/11/7,Yes
2013/11/2,No
2015/11/5,Yes
2017/3/20,No
2015/12/6,No
2015/11/13,Yes
2009/10/23,No
2010/1/4,No
2011/6/17,No
2013/3/29,No
2012/1/2,No
2009/5/2,No
2015/2/6,No
2015/1/1,No
2016/9/21,No
2017/2/22,No
2013/12/10,No
2013/9/27,No
2013/4/24,No
2014/6/29,No
2011/1/14,No
2015/12/26,No
2013/4/23,No
2012/11/30,No
2016/8/25,No
2012/9/24,No
2015/2/22,No
2010/4/10,No
2015/3/1,No
2014/8/27,Yes
2014/12/26,No
2013/11/14,No
2014/2/21,No
2015/12/25,No
2010/1/24,No
2016/7/9,No
2013/5/27,Yes
2014/5/19,No
2016/12/24,Yes
2013/8/4,No
2016/9/21,Yes
2017/1/21,Yes
2011/10/3,No
2016/2/7,No
2012/11/1,Yes
2010/11/1,No
2015/10/5,No
2010/11/17,No
2010/9/27,Yes
2012/8/11,No
2014/7/10,No
2017/3/14,No
2017/3/9,No
2014/6/7,No
2012/9/10,No
2015/11/23,No
2017/5/17,No
2015/2/4,No
2015/6/12,No
2012/1/22,No
2016/10/24,No
2014/3/25,Yes
2009/5/23,No
2012/7/25,Yes
2010/6/26,No
2016/4/22,No
2012/6/20,No
2010/7/22,No
2009/4/10,No
2016/1/22,No
2012/6/26,Yes
2010/10/27,No
2016/12/29,Yes
2012/11/24,No
2015/6/14,No
2016/4/28,No
2016/11/9,No
2010/1/1,Yes
2012/7/24,No
2011/10/1,Yes
2014/7/4,No
2012/2/25,Yes
2016/9/17,No
2016/2/14,No
2011/2/15,No
2016/2/29,Yes
2016/12/22,No
2017/5/22,Yes
2016/8/1,Yes
2015/10/4,No
2011/8/13,No
2010/2/9,No
2010/1/28,No
2012/2/2,Yes
2015/4/17,Yes
2014/4/4,No
2011/8/27,No
2012/6/4,No
2015/6/27,No
2011/1/6,No
2009/12/10,Yes
2014/12/19,No
2016/2/17,Yes
2010/9/17,No
2010/11/5,No
2014/12/31,No
2016/10/6,No
2009/1/8,No
2011/8/19,No
2013/3/26,No
2015/7/27,No
2010/4/6,No
2009/10/3,No
2011/9/17,No
2016/11/26,No
2014/4/22,No
2014/8/27,No
2017/1/25,No
2014/10/10,No
2014/8/13,No
2013/11/13,No
2009/4/11,No
2012/11/10,No
2009/4/3,No
2017/4/29,No
2009/8/17,Yes
2008/9/11,No
2014/8/4,No
2009/5/27,No
2011/3/22,No
2010/4/30,No
2010/11/28,Yes
2010/10/21,No
2014/10/7,No
2011/10/28,No
2009/1/7,No
2010/10/20,No
2015/9/4,No
2010/5/26,No
2014/7/31,No
2012/6/20,No
2012/5/23,No
2014/7/30,No
2014/10/24,No
2017/3/20,No
2009/10/10,No
2015/7/7,Yes
2009/5/29,No
2012/1/20,No
2016/10/13,No
2009/10/26,Yes
2013/10/3,No
2012/9/14,No
2016/7/30,No
2012/8/11,No
2014/7/24,Yes
2011/3/4,Yes
2010/11/30,Yes
2015/12/14,No
2008/9/29,No
2012/11/13,No
2016/1/11,No
2012/10/29,No
2015/8/15,No
2013/9/19,No
2009/10/24,No
2016/9/30,Yes
2013/5/19,No
2017/1/4,No
2013/8/14,No
2013/6/29,No
2010/11/19,No
2009/5/22,Yes
2015/7/12,Yes
2015/11/30,Yes
2009/4/24,Yes
2009/8/12,Yes
2017/1/3,No
2013/5/31,No
2010/9/7,No
2014/2/28,Yes
2010/4/5,No
2016/12/2,No
2017/3/15,Yes
2015/1/26,Yes
2016/2/13,No
2013/7/13,No
2010/11/3,No
2015/7/5,No
2009/5/8,Yes
2012/7/17,No
2011/2/18,No
2009/10/13,Yes
2017/6/17,No
2009/9/5,No
2014/8/17,No
2017/2/26,No
2017/5/23,No
2009/8/1,No
2013/12/25,No
2008/12/1,No
2012/8/3,No
2012/5/14,No
2013/12/2,No
2013/7/20,Yes
2016/12/31,No
2016/9/15,Yes
2013/12/11,No
2012/6/20,Yes
2008/9/5,No
2013/4/18,No
2009/3/20,No
2015/3/18,No
2012/9/20,Yes
2010/2/7,No
2012/4/25,No
2011/12/20,No
2014/11/21,No
2014/3/14,No
2013/1/7,No
2011/8/12,No
2012/5/10,No
2010/3/31,No
2012/8/27,No
2014/6/30,Yes
2009/1/22,No
2009/12/15,No
2013/1/8,No
2016/4/25,No
2015/7/21,No
2012/4/8,No
2009/1/4,No
2011/7/30,No
2015/4/16,No
2013/5/30,Yes
2011/5/15,No
2009/8/31,Yes
2010/7/6,No
2013/12/4,No
2011/3/20,Yes
2010/12/22,No
2010/11/27,Yes
2009/9/14,No
2014/4/15,No
2016/12/2,No
2009/6/4,No
2017/1/24,No
2013/3/8,No
2009/3/7,No
2016/10/7,No
2015/3/27,No
2012/4/28,No
2012/10/3,Yes
2010/12/16,No
2010/3/6,No
2013/3/1,Yes
2016/3/28,No
2011/10/19,No
2014/1/30,No
2010/8/15,No
2013/4/1,No
2015/6/13,No
2012/3/31,No
2010/1/28,No
2014/11/30,No
2017/2/26,No
2016/12/4,No
2014/11/30,No
2016/7/16,Yes
2012/10/26,Yes
2016/1/19,No
2011/11/8,No
2008/1/30,No
2012/3/14,Yes
2015/6/23,No
2010/5/5,No
2008/8/6,Yes
2015/1/13,Yes
2009/6/7,Yes
2013/8/3,No
2013/6/19,No
2014/5/3,Yes
2016/3/17,No
2016/11/6,No
2015/1/6,No
2008/4/28,No
2010/5/5,No
2010/3/3,No
2016/5/22,No
2016/12/4,No
2014/5/13,No
2016/12/21,No
2015/5/16,No
2014/4/1,No
2013/5/12,Yes
2012/6/15,No
2012/8/4,No
2010/5/5,No
2011/3/13,No
2016/9/5,No
2015/11/27,No
2009/9/23,No
2008/2/12,Yes
2016/5/18,Yes
2013/7/20,Yes
2009/12/8,No
2015/9/3,No
2015/9/18,No
2013/12/13,No
2016/7/21,Yes
2010/3/26,No
2012/4/7,No
2015/7/11,No
2009/6/17,No
2011/6/14,No
2012/7/28,Yes
2016/4/19,No
2009/10/18,No
2010/8/17,No
2015/7/21,Yes
2015/1/9,No
2011/11/27,No
2011/12/16,No
2011/8/30,No
2015/9/2,Yes
2016/10/21,No
2012/3/14,No
2012/11/18,No
2010/7/20,No
2016/9/10,No
2012/6/12,No
2016/7/18,No
2013/5/12,No
2011/6/27,No
2016/10/10,No
2012/5/10,No
2015/10/6,No
2011/12/9,No
2010/8/17,Yes
2011/9/6,No
2013/4/12,Yes
2014/9/17,No
2010/11/10,No
2016/9/12,No
2012/4/27,No
2014/7/2,No
2014/9/2,No
2017/3/16,No
2010/10/14,No
2009/8/3,No
2010/6/24,Yes
2015/12/7,No
2009/6/6,No
2012/2/5,No
2015/4/5,No
2013/12/31,No
2017/2/22,No
2011/6/6,No
2014/8/14,No
2016/7/11,Yes
2014/10/26,No
2016/9/12,No
2016/6/3,No
2010/8/7,No
2012/10/18,No
2014/1/31,No
2015/10/12,No
2010/10/30,Yes
2009/2/11,No
2013/4/28,No
2011/9/6,No
2010/4/25,No
2010/4/15,No
2014/3/20,No
2017/1/27,No
2016/1/1,No
2015/9/17,No
2014/9/23,No
2010/8/1,Yes
2015/5/2,No
2014/12/5,No
2016/8/10,Yes
2015/9/7,No
2009/11/23,No
2010/7/12,No
2014/6/5,No
2013/1/13,No
2013/1/27,Yes
2015/11/28,No
2017/1/8,No
2012/10/6,Yes
2014/12/18,No
2017/4/18,No
2015/10/31,No
2009/6/2,Yes
2011/12/28,No
2015/6/22,No
2015/8/13,No
2012/9/6,No
2012/3/3,No
2013/4/18,No
2011/7/30,No
2017/4/19,No
2015/10/9,No
2010/8/17,No
2014/3/19,No
2013/3/1,No
2017/5/31,No
2016/4/15,Yes
2016/1/3,No
2009/11/6,Yes
2009/4/25,Yes
2009/8/10,No
2009/10/4,No
2009/6/23,No
2012/1/11,No
2015/7/12,No
2015/12/1,No
2015/10/8,No
2011/3/2,No
2010/11/3,No
2015/4/10,Yes
2016/4/15,No
2010/8/10,No
2009/11/3,No
2009/11/5,No
2017/5/17,No
2012/2/24,No
2016/11/16,No
2017/5/13,No
2010/8/2,Yes
2012/11/27,Yes
2011/11/7,No
2015/5/9,No
2011/8/16,No
2011/9/25,No
2010/3/16,No
2012/8/28,No
2009/9/5,Yes
2016/4/13,No
2017/2/7,No
2010/3/5,Yes
2015/10/2,No
2012/9/10,No
2010/3/19,No
2011/7/3,Yes
2011/10/16,No
2014/6/2,No
2013/9/9,No
2017/2/20,No
2009/1/13,No
2014/5/18,No
2012/9/1,No
2013/5/27,No
2015/5/25,No
2011/6/23,No
2013/5/19,No
2013/12/1,No
2010/12/8,No
2011/12/2,Yes
2012/1/1,No
2016/8/27,No
2009/11/17,No
2013/10/1,No
2016/8/23,No
2009/9/1,Yes
2011/9/10,No
2012/5/31,No
2011/11/26,Yes
2010/8/20,No
2011/8/26,No
2016/3/30,No
2010/3/17,No
2010/12/25,No
2014/5/23,Yes
2009/11/30,No
2014/8/28,No
2013/9/17,No
2010/1/2,Yes
2014/9/14,No
2012/1/16,No
2011/10/1,No
2010/1/2,No
2009/1/31,No
2016/6/9,Yes
2010/12/9,No
2014/10/13,No
2014/8/28,No
2016/8/16,No
2010/1/14,No
2011/2/27,Yes
2016/10/24,No
2016/8/21,No
2013/4/19,No
2009/6/30,No
2010/8/3,No
2015/2/20,No
2014/8/10,No
2016/4/1,No
2013/11/9,No
2015/8/5,No
2016/5/26,Yes
2017/5/21,No
2016/11/30,No
2017/1/15,No
2014/9/26,No
2010/5/30,No
2016/8/31,No
2014/1/6,No
2011/7/15,No
2015/7/16,No
2017/3/29,Yes
2016/2/27,No
2009/12/14,No
2010/12/11,No
2009/4/7,No
2013/9/2,No
2009/8/23,No
2013/1/26,No
2009/6/5,No
2010/7/21,No
2009/6/3,Yes
2014/6/3,No
2011/1/21,No
2017/5/8,No
2010/1/17,No
2013/8/3,No
2011/2/3,Yes
2014/4/12,No
2015/1/12,No
2016/1/2,No
2017/5/18,Yes
2015/12/26,No
2013/4/8,No
2014/4/2,No
2012/11/27,Yes
2015/5/24,Yes
2016/1/11,No
2015/5/3,Yes
2016/7/8,No
2011/11/13,No
2009/10/7,No
2012/4/16,No
2016/3/25,No
2012/10/31,No
2017/5/22,Yes
2009/2/9,No
2015/4/24,No
2016/7/3,Yes
2014/8/29,No
2013/3/5,No
2015/1/3,No
2011/3/28,Yes
2009/12/16,No
2014/7/26,No
2013/11/22,No
2016/5/26,No
2011/10/4,No
2015/5/6,No
2009/10/20,No
2012/11/11,No
2010/6/12,No
2015/1/6,No
2010/10/29,No
2017/6/20,No
2012/5/9,No
2014/2/25,Yes
2014/8/9,No
2014/10/9,No
2013/5/28,Yes
2010/5/10,No
2016/10/30,Yes
2009/1/26,No
2011/3/23,No
2012/5/16,No
2014/1/26,No
2010/2/23,Yes
2014/9/12,No
2009/9/7,Yes
2015/12/30,No
2011/7/14,No
2011/9/29,Yes
2010/4/17,No
2012/7/9,Yes
2010/11/6,No
2009/9/5,No
2012/2/6,No
2014/7/16,No
2009/5/2,No
2012/11/25,No
2016/7/15,No
2015/6/15,No
2014/10/15,No
2013/7/6,No
2012/10/6,No
2012/10/28,No
2009/3/7,No
2016/5/12,No
2015/8/28,No
2015/8/11,Yes
2014/12/9,Yes
2012/11/29,No
2014/7/18,No
2013/6/1,No
2014/9/24,No
2011/3/14,No
2011/3/20,Yes
2012/2/13,No
2015/2/2,No
2009/2/2,No
2012/9/16,No
2009/4/16,No
2010/5/13,No
2015/4/13,No
2012/7/5,Yes
2013/8/17,Yes
2017/4/2,Yes
2015/1/15,No
2009/1/24,No
2011/1/6,No
2016/6/7,Yes
2016/10/15,No
2014/2/17,No
2012/11/12,Yes
2010/2/6,Yes
2013/7/8,No
2016/3/11,No
2012/3/21,No
2017/4/29,No
2014/4/2,No
2016/3/2,No
2009/7/3,No
2011/2/20,Yes
2012/3/7,No
2012/7/8,No
2014/9/3,No
2015/10/22,No
2014/10/24,No
2014/3/12,No
2016/6/27,No
2016/12/24,No
2014/12/7,No
2016/11/30,No
2016/12/22,No
2015/7/14,No
2012/4/6,Yes
2013/7/31,No
2009/5/7,No
2010/8/1,Yes
2017/1/8,No
2015/6/14,No
2010/1/22,No
2016/1/23,No
2008/12/28,Yes
2016/12/16,Yes
2011/11/14,No
2017/4/26,No
2012/7/3,No
2011/2/13,No
2013/7/17,No
2009/3/15,No
2011/8/22,No
2014/5/14,No
2009/12/15,No
2010/6/12,No
2013/12/29,No
2010/11/26,Yes
2008/12/22,No
2014/9/3,No
2017/3/27,No
2013/7/31,No
2015/6/22,Yes
2017/5/1,No
2017/2/28,Yes
2011/12/28,No
2009/4/22,No
2011/5/30,Yes
2015/4/3,Yes
2015/12/4,No
2011/12/12,Yes
2015/7/6,Yes
2017/4/7,No
2011/1/2,No
2012/6/17,No
2009/12/6,No
2016/5/2,No
2010/4/24,Yes
2009/2/16,No
2010/2/7,Yes
2010/5/25,Yes
2014/10/22,No
2012/7/11,Yes
2012/9/6,No
2015/4/24,No
2013/9/21,Yes
2012/6/16,No
2012/11/30,No
2013/12/13,No
2009/11/5,No
2013/5/4,No
2009/3/4,No
2009/1/15,No
2016/10/12,No
2010/6/28,No
2010/7/28,No
2013/8/14,Yes
2011/3/25,No
2016/7/3,Yes
2014/3/15,Yes
2013/8/24,No
2014/1/19,No
2016/4/13,No
2010/9/22,No
2012/11/23,No
2016/2/23,No
2012/5/3,Yes
2015/8/24,Yes
2009/1/25,No
2014/7/19,No
2010/12/20,No
2009/10/28,No
2012/5/14,No
2015/4/25,Yes
2009/2/22,No
2012/9/9,No
2010/8/10,No
2016/6/1,No
2012/1/8,No
2017/4/5,No
2015/9/16,No
2015/10/26,No
2012/8/10,No
2011/3/22,No
2016/12/25,No
2010/2/17,No
2013/11/5,No
2012/5/5,No
2016/6/13,No
2010/2/7,No
2016/5/13,No
2012/11/26,No
2011/8/21,No
2009/8/16,No
2012/3/22,Yes
2009/8/1,No
2014/10/31,No
2010/8/19,No
2014/1/19,No
2015/1/17,No
2009/9/24,No
2015/9/9,No
2015/8/22,No
2015/11/23,No
2015/9/24,No
2010/9/1,Yes
2015/6/21,No
2009/8/24,No
2009/12/4,No
2011/6/19,No
2010/10/11,No
2014/12/13,No
2008/12/30,No
2016/12/23,No
2017/3/8,No
2013/3/16,No
2015/9/24,No
2016/6/30,No
2012/5/31,Yes
2012/7/26,Yes
2010/10/6,Yes
2014/2/9,No
2009/5/31,Yes
2011/8/10,No
2009/12/18,No
2011/3/3,No
2013/4/30,No
2012/10/26,No
2015/3/5,No
2011/5/9,No
2009/5/19,Yes
2014/12/18,Yes
2009/3/22,No
2016/12/22,No
2014/3/28,No
2011/8/21,No
2010/1/6,Yes
2015/9/5,No
2012/3/13,No
2010/3/12,No
2009/5/17,No
2016/10/17,No
2012/8/17,No
2016/7/19,No
2010/2/5,No
2011/9/29,No
2010/10/23,No
2013/5/17,No
2013/4/22,No
2009/3/11,No
2012/6/20,No
2014/3/13,Yes
2014/2/12,No
2014/8/30,No
2013/7/26,No
2016/4/3,No
2016/1/21,No
2010/2/2,No
2014/12/4,Yes
2014/10/6,No
2014/8/6,No
2015/10/3,No
2016/8/1,Yes
2016/2/13,No
2009/4/25,No
2013/7/5,Yes
2009/6/18,No
2015/6/27,No
2016/9/3,No
2012/1/12,No
2013/4/11,No
2010/1/25,No
2010/1/29,No
2015/10/7,No
2014/11/8,No
2012/6/29,No
2016/9/22,No
2011/1/9,Yes
2009/6/3,Yes
2010/12/10,No
2008/3/10,No
2015/1/30,No
2012/9/3,Yes
2012/7/6,No
2013/5/12,No
2012/5/14,No
2015/3/17,No
2013/4/5,Yes
2015/6/5,No
2010/1/23,No
2008/11/10,No
2015/3/13,Yes
2016/8/29,No
2015/8/18,Yes
2010/4/8,No
2013/6/14,No
2014/7/8,No
2010/7/31,No
2016/8/16,No
2016/8/28,No
2012/11/12,No
2015/4/9,No
2013/9/1,No
2010/6/11,No
2014/6/14,No
2014/8/1,No
2011/3/13,Yes
2013/8/9,No
2012/6/8,No
2009/9/25,Yes
2015/6/30,No
2013/4/27,No
2011/6/5,No
2011/8/25,No
2009/1/31,No
2009/12/9,No
2010/8/18,No
2013/8/11,No
2014/11/25,No
2015/12/12,No
2015/7/16,No
2015/9/25,No
2014/2/10,No
2013/10/27,No
2008/6/30,No
2010/2/28,No
2009/1/10,No
2016/2/22,No
2014/4/17,No
2013/8/24,No
2012/10/25,No
2010/10/30,Yes
2009/10/25,No
2011/6/28,No
2015/8/5,No
2009/7/28,No
2011/2/25,No
2014/8/13,No
2009/12/15,No
2016/11/9,No
2013/10/10,No
2009/4/21,No
2017/3/13,No
2014/3/27,Yes
2015/1/31,No
2010/7/9,Yes
2012/8/29,No
2016/8/7,No
2017/3/29,No
2010/7/12,No
2016/7/8,Yes
2015/11/22,No
2009/7/29,No
2011/3/15,No
2011/10/31,No
2017/3/5,No
2009/7/22,No
2016/9/30,Yes
2010/2/25,No
2012/1/11,No
2009/8/29,Yes
2012/10/12,No
2012/1/13,No
2012/11/24,No
2010/1/22,Yes
2015/11/8,No
2010/7/21,No
2013/4/17,No
2009/5/28,No
2011/6/23,Yes
2014/7/21,No
2015/8/13,No
2010/2/5,No
2009/3/31,No
2015/11/5,Yes
2010/11/25,No
2013/5/2,No
2014/6/16,Yes
2015/5/17,Yes
2011/10/4,No
2014/1/8,No
2014/2/19,No
2010/8/4,No
2016/8/19,No
2010/6/15,Yes
2013/9/15,Yes
2013/6/4,No
2017/3/22,No
2012/4/19,No
2014/1/31,No
2010/3/27,No
2009/1/17,No
2010/5/18,No
2012/3/27,No
2014/6/7,No
2011/9/6,No
2010/9/25,No
2016/4/12,No
2016/6/20,No
2010/6/25,No
2012/10/10,No
2014/1/17,No
2012/9/30,No
2011/8/28,No
2016/10/8,No
2009/3/16,No
2015/10/8,No
2013/9/29,No
2014/8/8,No
2009/2/28,No
2016/12/3,No
2016/5/1,Yes
2014/12/18,No
2014/4/6,No
2015/12/18,No
2012/6/28,No
2011/1/24,No
2008/11/18,Yes
2010/2/4,No
2011/11/21,No
2012/2/13,No
2013/3/18,No
2017/6/11,No
2015/5/15,No
2008/7/16,No
2017/4/18,No
2010/4/27,No
2011/7/2,No
2016/7/26,No
2009/5/1,No
2017/5/30,No
2014/1/31,No
2012/7/20,No
2011/1/12,No
2010/11/14,No
2015/6/10,No
2010/4/7,Yes
2009/2/8,No
2011/3/4,Yes
2013/4/25,No
2010/3/28,No
2013/6/16,No
2009/2/10,Yes
2014/8/9,No
2015/1/9,No
2015/5/24,No
2015/8/24,No
2009/4/3,No
2014/1/11,No
2017/5/5,No
2014/9/5,No
2010/7/22,No
2016/2/21,No
2011/12/8,No
2012/3/19,No
2017/6/13,No
2015/7/10,No
2009/2/11,No
2015/6/10,Yes
2010/4/10,No
2014/6/27,No
2013/11/12,No
2013/9/1,No
2009/7/3,Yes
2014/1/10,No
2010/3/19,No
2016/5/8,Yes
2015/9/21,Yes
2015/5/29,No
2014/10/8,No
2015/7/10,Yes
2014/4/16,No
2013/1/9,No
2011/3/12,Yes
2013/5/19,No
2010/4/10,No
2009/7/4,No
2016/8/20,No
2015/12/18,No
2015/1/29,No
2015/3/14,No
2010/1/24,No
2010/9/6,No
2012/7/15,No
2011/10/21,No
2012/8/23,Yes
2011/3/31,No
2011/5/12,Yes
2009/9/22,No
2016/10/12,No
2010/6/21,No
2010/5/18,No
2011/5/26,No
2009/10/6,No
2016/10/26,No
2013/10/4,No
2010/7/30,No
2010/7/30,No
2011/12/4,No
2012/7/12,Yes
2009/8/1,No
2013/12/17,No
2008/12/12,Yes
2012/7/11,No
2011/1/3,No
2012/6/14,Yes
2009/2/28,No
2009/12/24,No
2014/3/25,No
2011/10/26,Yes
2009/8/1,No
2016/5/31,No
2015/6/30,No
2017/3/15,No
2012/11/7,Yes
2014/12/22,Yes
2015/11/2,No
2014/12/6,No
2014/8/15,No
2015/6/3,No
2013/10/10,No
2015/10/12,No
2013/1/31,No
2014/6/27,No
2015/12/28,No
2013/6/27,No
2010/2/21,No
2016/9/25,No
2014/7/9,No
2009/9/6,No
2016/6/26,No
2009/8/30,No
2015/3/14,No
2015/6/16,Yes
2010/5/27,Yes
2012/3/25,No
2013/7/5,No
2010/3/25,Yes
2014/11/16,No
2015/10/29,No
2012/4/20,No
2009/8/30,Yes
2012/4/18,No
2017/4/7,No
2015/2/8,No
2016/7/19,No
2009/5/14,Yes
2013/3/10,No
2012/10/15,No
2015/9/1,No
2016/3/7,No
2008/1/15,No
2011/1/20,Yes
2011/6/15,Yes
2012/6/9,No
2010/1/8,No
2012/5/8,No
2009/9/23,No
2011/5/14,No
2012/3/26,No
2015/11/2,Yes
2011/7/15,No
2011/6/15,No
2012/8/18,No
2014/2/27,No
2011/6/5,No
2010/8/9,No
2010/6/7,Yes
2015/3/24,No
2011/10/6,Yes
2011/7/20,No
2014/2/21,No
2009/7/20,No
2012/2/5,Yes
2014/7/21,No
2009/6/10,No
2013/4/21,No
2017/6/9,No
2012/11/2,No
2009/4/3,No
2016/1/24,No
2009/11/20,No
2012/5/29,No
2016/2/14,No
2010/8/14,No
2015/9/17,No
2013/8/14,No
2010/4/9,No
2009/7/18,No
2014/12/29,Yes
2016/3/31,No
2014/7/8,No
2011/10/22,No
2011/10/31,No
2010/3/2,Yes
2015/9/24,No
2013/9/23,No
2012/2/9,No
2014/5/22,Yes
2014/12/28,No
2016/4/8,No
2013/8/21,No
2012/5/17,No
2013/4/12,Yes
2014/12/26,No
2013/7/30,Yes
2013/8/21,Yes
2016/1/24,No
2012/11/5,No
2013/6/7,No
2013/7/16,No
2013/10/1,No
2017/2/20,No
2013/11/25,Yes
2014/9/7,Yes
2010/4/19,No
2012/4/4,No
2014/5/20,No
2010/7/25,No
2009/12/21,No
2009/7/8,No
2011/7/4,No
2012/5/16,No
2013/7/4,No
2017/6/6,No
2015/12/31,No
2016/4/19,No
2015/10/2,No
2014/6/14,No
2010/7/13,No
2014/3/3,No
2016/7/18,No
2016/11/7,No
2009/3/31,Yes
2009/3/9,No
2012/4/26,No
2011/6/15,No
2015/5/8,No
2013/1/6,No
2013/10/10,No
2012/6/24,No
2016/3/16,No
2013/9/9,No
2010/10/12,No
2012/8/29,Yes
2015/6/28,No
2015/7/30,No
2015/8/16,No
2014/7/9,Yes
2013/9/15,No
2016/11/7,No
2009/8/11,No
2009/8/27,No
2014/12/3,Yes
2014/8/29,No
2010/6/23,No
2012/11/2,No
2010/2/12,No
2013/10/22,Yes
2009/3/26,No
2013/12/8,No
2013/4/9,No
2017/6/2,No
2016/8/4,Yes
2017/1/28,No
2016/6/12,No
2009/7/8,No
2012/6/11,No
2008/10/22,No
2014/5/9,Yes
2012/9/10,No
2016/6/4,No
2015/7/27,No
2013/12/20,No
2016/6/28,No
2012/5/7,No
2015/8/30,No
2011/8/11,No
2016/7/30,No
2009/2/16,No
2014/8/8,No
2012/10/12,No
2014/4/30,No
2013/9/8,No
2016/4/6,No
2010/9/6,No
2010/3/26,No
2014/9/26,No
2016/6/11,No
2015/1/12,No
2016/4/21,No
2017/6/2,No
2013/3/3,No
2013/8/4,No
2015/7/25,No
2017/1/29,No
2015/10/3,No
2009/2/13,Yes
2012/10/9,No
2009/4/7,Yes
2010/8/3,No
2016/11/17,No
2014/11/3,No
2011/5/26,No
2014/4/16,No
2015/7/9,No
2010/7/22,No
2013/1/17,No
2008/7/21,No
2015/8/12,No
2011/1/11,No
2012/6/25,No
2009/1/27,No
2014/1/5,Yes
2016/10/22,No
2009/6/2,No
2011/11/30,Yes
2015/5/25,No
2014/12/24,No
2014/3/29,No
2009/7/17,No
2015/11/6,Yes
2015/12/18,Yes
2013/1/21,No
2009/5/8,No
2011/1/13,Yes
2013/12/4,No
